method,shuffle_time,lineage,module_name,feature_type,mse,mae,n_predictions,bias,pearson,spearman
spline,True,mesodermal,cardiac,module_score,0.00274314048330412,0.04638669194887981,4,0.008308254206933638,0.5907352654147746,0.0
spline,False,mesodermal,cell_cycle,module_score,0.010883753380956684,0.08467154191001477,4,-0.023959452201566284,0.4817224912591793,0.39999999999999997
spline,True,mesodermal,cell_cycle,module_score,0.004179297052283481,0.05725778628308653,4,0.024953629390855048,-0.31425530268397517,0.0
spline,False,mesodermal,endothelial,module_score,0.00021979073996455527,0.013165076606679938,4,-0.0023028597942515282,-0.7389745432302156,-0.6000000000000001
spline,True,mesodermal,endothelial,module_score,0.0001371902007175837,0.010736819694863406,4,-0.0011116968202546668,-0.9071003393054735,-1.0
spline,False,mesodermal,erythroid,module_score,7.1371373993488036e-06,0.0020858397825653545,4,-0.0006675432174539656,-0.11502604437139888,0.19999999999999998
spline,True,mesodermal,erythroid,module_score,8.924198902511393e-07,0.0008636315201378541,4,0.00034623897221537295,0.22406934665392705,0.0
spline,False,mesodermal,extraembryonic_mesoderm,module_score,0.0015373533869544509,0.02638013602949439,4,0.012918438657670644,0.8477526447663617,1.0
spline,True,mesodermal,extraembryonic_mesoderm,module_score,0.04863845177803568,0.17848972285585646,4,-0.05100678050832004,0.0019471073664925898,0.39999999999999997
spline,False,mesodermal,haematoendothelial,module_score,1.00860667058496e-05,0.0026766790754585955,4,-0.001003431419803233,0.9217356841581354,1.0
spline,True,mesodermal,haematoendothelial,module_score,0.0002706425056455253,0.013730256403899294,4,-0.003488046767587261,-0.9792356537714711,-0.7999999999999999
spline,False,mesodermal,intermediate,module_score,0.02084293598170143,0.11674857101717286,4,0.033456405881543125,-0.010427390629529076,0.39999999999999997
spline,True,mesodermal,intermediate,module_score,0.0007478127791983421,0.0178996851840392,4,-0.00884748482506581,0.8175561058906892,1.0
spline,False,mesodermal,latent_1,latent_dimension,0.17242639951030236,0.38185891693065344,4,-0.15950848216098734,0.2873216253740648,0.0
spline,True,mesodermal,latent_1,latent_dimension,1.214382106992708,0.8624397653362657,4,0.2741150011464413,-0.013554385031420313,0.39999999999999997
spline,False,mesodermal,latent_2,latent_dimension,13.29353880996722,3.08452000411637,4,0.7371993158040276,0.10045612128042687,0.6000000000000001
spline,True,mesodermal,latent_2,latent_dimension,116.41591239762978,8.181339604144565,4,-2.8349025112055375,0.034588596091375046,0.39999999999999997
spline,False,mesodermal,latent_3,latent_dimension,5.677181334901736,1.947081060536436,4,-0.8863502969238477,-0.9588581407749915,-1.0
spline,True,mesodermal,latent_3,latent_dimension,18.65288371762433,3.7086404215499047,4,-0.8210516420134777,-0.9850261894173694,-0.7999999999999999
spline,False,mesodermal,latent_4,latent_dimension,23.46657032499224,3.9675175372907376,4,-1.0863640497108913,-0.07443364135186856,0.39999999999999997
spline,True,mesodermal,latent_4,latent_dimension,0.9345467504419478,0.6987149013214665,4,0.33373623164575894,0.7512895828866232,1.0
spline,False,mesodermal,latent_5,latent_dimension,4.817106002301465,2.010209703274717,4,0.021952011002038807,0.7009750967129024,0.39999999999999997
spline,True,mesodermal,latent_5,latent_dimension,10.012360541868512,2.7188677793071117,4,0.27992039479986897,-0.4179223402779957,-0.39999999999999997
spline,False,mesodermal,mesoderm,module_score,0.0010169659155038122,0.02675105864854666,4,0.010000365535097994,0.96318276720627,1.0
spline,True,mesodermal,mesoderm,module_score,0.0010169659155038122,0.02675105864854666,4,0.010000365535097994,0.96318276720627,1.0
spline,False,mesodermal,neural,module_score,0.00093775273875699,0.021495303646803205,4,0.010373711564467706,0.03553757909322108,0.0
spline,True,mesodermal,neural,module_score,0.009045425005176001,0.08767377366886793,4,0.004580830465312918,-0.027445858465945272,0.19999999999999998
spline,False,mesodermal,paraxial_mesoderm,module_score,0.0008673939499487708,0.02683894196582106,4,0.003291528918847049,0.9849198038218236,1.0
spline,True,mesodermal,paraxial_mesoderm,module_score,0.05439257678241294,0.1589532679241866,4,0.0695797830701964,-0.5366202585603783,-0.39999999999999997
spline,False,mesodermal,stress,module_score,7.755537304701014e-05,0.007470400993995693,4,0.0008834518170042632,-0.4895604019018898,-0.39999999999999997
spline,True,mesodermal,stress,module_score,6.537097623289681e-05,0.005883300271873976,4,0.0028033204966127767,-0.01702017176270948,0.39999999999999997
spline,False,mesodermal,wnt_response,module_score,0.0011039100133990606,0.02488472084280255,4,0.008760673375103611,0.9682186663128532,1.0
spline,True,mesodermal,wnt_response,module_score,0.06359597425404247,0.23128028848109156,4,-0.00370901867009181,-0.9196345938229975,-1.0
spline,False,neural,apoptosis,module_score,0.0037967529528920114,0.059730023658180656,4,-0.0018226164375268333,0.67976228747418,0.6000000000000001
spline,True,neural,apoptosis,module_score,0.008363893350947327,0.08764865366727063,4,-0.017529730733454138,-0.8940363426167905,-0.7999999999999999
spline,False,neural,cardiac,module_score,9.377649139123203e-05,0.008059326519114235,4,0.001611865303822847,0.07533474830547154,0.6000000000000001
spline,True,neural,cardiac,module_score,9.377649139123203e-05,0.008059326519114235,4,0.001611865303822847,0.07533474830547154,0.6000000000000001
spline,False,neural,cell_cycle,module_score,0.0032811540091908,0.056161590416716006,4,-0.011232318083343212,-0.9987776163176671,-0.6000000000000001
spline,True,neural,cell_cycle,module_score,0.007291817053528193,0.08372399471528977,4,-0.00025731384599728124,-0.957219015349887,-0.7999999999999999
spline,False,neural,endothelial,module_score,4.4749570953313296e-05,0.005193680114015407,4,0.0010387360228030825,0.11548776791234955,0.6000000000000001
spline,True,neural,endothelial,module_score,4.5719273794575906e-05,0.004853286138624366,4,0.0009706572277248726,0.08315232431671817,0.7999999999999999
spline,False,neural,erythroid,module_score,2.2550448947321211e-07,0.000330269752812022,4,-6.605395056240438e-05,0.5801811642621144,0.7999999999999999
spline,True,neural,erythroid,module_score,1.281253384221673e-06,0.0011099078316507195,4,-1.7777867797113753e-06,-0.5369329890243599,-0.6000000000000001
spline,False,neural,extraembryonic_mesoderm,module_score,0.004753319000307168,0.06542910014654192,4,-0.0034031273427286325,0.8306580317838036,0.7999999999999999
spline,True,neural,extraembryonic_mesoderm,module_score,0.004753319000307168,0.06542910014654192,4,-0.0034031273427286325,0.8306580317838036,0.7999999999999999
spline,False,neural,haematoendothelial,module_score,1.782210976453681e-05,0.003936264488658579,4,-0.00025631745002537227,0.5349722517453523,0.7999999999999999
spline,True,neural,haematoendothelial,module_score,4.5587736587946124e-05,0.006540401177768714,4,0.00020567105169527018,-0.9890788397100694,-1.0
spline,False,neural,intermediate,module_score,0.018416619776196148,0.11219794222939619,4,-0.014310709284772037,0.27511395472634464,0.7999999999999999
spline,True,neural,intermediate,module_score,0.013975850064780294,0.11431170045972103,4,0.022862340091944218,-0.276832555083514,-0.6000000000000001
spline,False,neural,latent_1,latent_dimension,2.3238496233272867,1.453928724986893,4,-0.2907857449973772,-0.28400645888153453,-0.6000000000000001
spline,True,neural,latent_1,latent_dimension,3.6039356704425867,1.453928724986893,4,-0.2907857449973772,-0.9089422316923861,-0.7999999999999999
spline,False,neural,latent_2,latent_dimension,4.298225129671451,1.8815715162780253,4,-0.153960697278423,0.8579301315052079,0.7999999999999999
spline,True,neural,latent_2,latent_dimension,81.57008260384545,8.266776522880356,4,-0.635395236218244,-0.9641074862241718,-1.0
spline,False,neural,latent_3,latent_dimension,1.1290878286212696,1.0374720408744833,4,-0.019300920266175914,-0.9977854355856137,-1.0
spline,True,neural,latent_3,latent_dimension,1.4397509210402755,1.1656781130692186,4,0.03198150861171811,-0.8661307711102904,-0.7999999999999999
spline,False,neural,latent_4,latent_dimension,12.196847558787042,3.1260411468547478,4,-0.279685879905746,-0.03437087120496135,0.0
spline,True,neural,latent_4,latent_dimension,12.19684755878704,3.1260411468547473,4,-0.2796858799057462,-0.034370871204961434,0.0
spline,False,neural,latent_5,latent_dimension,8.179472598330875,2.189006040085779,4,-0.3506069055145975,0.370486813655759,0.7999999999999999
spline,True,neural,latent_5,latent_dimension,10.884676700023002,2.761940753073698,4,-0.5523881506147397,-0.18208379238603792,0.39999999999999997
spline,False,neural,mesoderm,module_score,0.0025632962687643186,0.04964220239340702,4,0.009928440478681405,0.8514251362075438,0.7999999999999999
spline,True,neural,mesoderm,module_score,0.037878068137240185,0.1842739023960337,4,0.009928440478681397,-0.9670892464787091,-1.0
spline,False,neural,neural,module_score,4.5573479932364106e-05,0.00562206247634877,4,0.0006989439832533265,0.979320297468365,1.0
spline,True,neural,neural,module_score,0.004159518385468841,0.06314525985227636,4,0.0006989439832533195,-0.9955273656551504,-1.0
spline,False,neural,paraxial_mesoderm,module_score,0.0002279485883566292,0.011761922059181532,4,0.0017982049319478178,0.8360794224410284,0.7999999999999999
spline,True,neural,paraxial_mesoderm,module_score,0.002522119130178765,0.04841772427341847,4,0.0017982049319478135,-0.8263120552285607,-0.7999999999999999
spline,False,neural,stress,module_score,0.00010669971822601607,0.00794048994076195,4,0.0012576883940036837,0.8331732132648313,0.7999999999999999
spline,True,neural,stress,module_score,0.001427880592707896,0.03651599109927989,4,-0.0012576883940036698,-0.8780251985057758,-0.7999999999999999
spline,False,neural,wnt_response,module_score,0.037771238900354505,0.1787276516122987,4,-0.0132286439090352,0.7102365238980987,0.7999999999999999
spline,True,neural,wnt_response,module_score,0.00311947138431799,0.05148050590279155,4,0.0037376421855657496,0.9693675282482429,1.0
wavelet,False,mesodermal,apoptosis,module_score,0.0011860470825566858,0.02670936353728215,4,0.013198084510851638,-0.05768147199009513,-0.6000000000000001
wavelet,True,mesodermal,apoptosis,module_score,0.0013070194755249267,0.02982618786424071,4,0.01008126018389302,-0.13458177450357728,-0.6000000000000001
wavelet,False,mesodermal,cardiac,module_score,0.0003137770527084093,0.013885713081809957,4,0.000587200062719442,0.4911578290732241,0.39999999999999997
wavelet,True,mesodermal,cardiac,module_score,0.000353461583151329,0.014833790522121294,4,-0.002209379601985864,0.44211634413655626,0.0
wavelet,False,mesodermal,cell_cycle,module_score,0.001535425690088206,0.03569063400502734,4,-0.004380654302084591,0.36550526297895336,0.39999999999999997
wavelet,True,mesodermal,cell_cycle,module_score,0.003168086575684872,0.05238004338635763,4,0.0200758864941262,-0.6780275048278613,-0.6000000000000001
wavelet,False,mesodermal,endothelial,module_score,5.184978987941794e-05,0.007133793617085018,4,-0.0002924321310532191,-0.9638573008788487,-0.6000000000000001
wavelet,True,mesodermal,endothelial,module_score,4.352700240418805e-05,0.006524432840939743,4,0.0002924321310532243,-0.9610936821776542,-0.6000000000000001
wavelet,False,mesodermal,erythroid,module_score,1.5152541436773307e-06,0.0010833911296718988,4,-0.0002656972426864485,-0.3807229514997914,-0.39999999999999997
wavelet,True,mesodermal,erythroid,module_score,9.042790386007154e-07,0.0007830897906089297,4,0.00026569724268644837,-0.15560195374955418,-0.6000000000000001
wavelet,False,mesodermal,extraembryonic_mesoderm,module_score,0.003713137549145845,0.04061886726103797,4,0.018389027353722665,0.3316620032518571,0.7999999999999999
wavelet,True,mesodermal,extraembryonic_mesoderm,module_score,0.008890545394565602,0.08233425738105103,4,-0.016032244504887702,-0.2492441074085905,0.39999999999999997
wavelet,False,mesodermal,haematoendothelial,module_score,4.2728555416461e-05,0.004038711751244248,4,-0.0023505306262012853,0.6658233572879029,0.7999999999999999
wavelet,True,mesodermal,haematoendothelial,module_score,0.00012075286710493034,0.009666558580623735,4,-0.002133480826495406,-0.7384642343588774,-1.0
wavelet,False,mesodermal,intermediate,module_score,0.0038408333524444314,0.05407473163154302,4,0.010651173899182569,-0.26344623219950314,0.39999999999999997
wavelet,True,mesodermal,intermediate,module_score,0.0016327166170592652,0.02692190109403217,4,-0.01212784417360685,0.2861241386769613,0.7999999999999999
wavelet,False,mesodermal,latent_1,latent_dimension,0.154052881480519,0.3362949987124715,4,-0.11394456394280539,-0.0929724311398631,-0.6000000000000001
wavelet,True,mesodermal,latent_1,latent_dimension,0.24383820781730547,0.4398241314660254,4,0.10286717771090892,-0.2648555986528008,0.39999999999999997
wavelet,False,mesodermal,latent_2,latent_dimension,14.22600310686677,3.1742604984736493,4,0.7671128139231209,-0.002018502669220011,0.6000000000000001
wavelet,True,mesodermal,latent_2,latent_dimension,24.835465675315838,4.493536058941958,4,-1.156326631389722,-0.21077743755446557,0.39999999999999997
wavelet,False,mesodermal,latent_3,latent_dimension,5.098992406796856,1.9040500644516964,4,-0.8433193008391084,-0.8777697171962937,-1.0
wavelet,True,mesodermal,latent_3,latent_dimension,6.677391610004873,2.404171644909026,4,-0.38622871646651835,-0.8676688897116148,-1.0
wavelet,False,mesodermal,latent_4,latent_dimension,4.32860324497001,1.775409983575904,4,-0.33008804629122196,-0.339295991299408,0.39999999999999997
wavelet,True,mesodermal,latent_4,latent_dimension,1.8196515372802144,0.8762804621976259,4,0.4345813359777435,0.18382836137940994,0.7999999999999999
wavelet,False,mesodermal,latent_5,latent_dimension,1.7338283873765814,1.2759948353724644,4,-0.4894725628642089,0.42852998697137035,0.39999999999999997
wavelet,True,mesodermal,latent_5,latent_dimension,5.407625594059548,1.9914332492108544,4,0.6799498216481146,-0.8609736064293884,-0.7999999999999999
wavelet,False,mesodermal,mesoderm,module_score,0.008026167766834217,0.05820687691828075,4,0.02948607506281022,0.7689219971469425,0.7999999999999999
wavelet,True,mesodermal,mesoderm,module_score,0.008026167766834217,0.05820687691828075,4,0.02948607506281022,0.7689219971469425,0.7999999999999999
wavelet,False,mesodermal,neural,module_score,0.001093624385035313,0.02216582247867533,4,0.011044230396339817,-0.2685387743011117,-0.6000000000000001
wavelet,True,mesodermal,neural,module_score,0.0023964051088689975,0.042449075491636665,4,-0.011044230396339828,-0.5235818332567644,-0.39999999999999997
wavelet,False,mesodermal,paraxial_mesoderm,module_score,0.003472128021456157,0.04540073542058075,4,-0.015640010411379135,0.9581544971417149,1.0
wavelet,True,mesodermal,paraxial_mesoderm,module_score,0.019722866594151227,0.11626928645340785,4,0.04273076302645269,-0.821901981814066,-0.7999999999999999
wavelet,False,mesodermal,stress,module_score,4.4305092555475786e-05,0.005625574766174202,4,0.001930652914972547,-0.8783490751080945,-0.7999999999999999
wavelet,True,mesodermal,stress,module_score,2.843692779092828e-05,0.004836099173905692,4,0.0017561193986445206,-0.35837636296031183,-0.6000000000000001
wavelet,False,mesodermal,wnt_response,module_score,0.008820535685424532,0.061017938121871826,4,0.030622911258253796,0.8055794793750828,0.7999999999999999
wavelet,True,mesodermal,wnt_response,module_score,0.03205598609574487,0.165693574831641,4,0.01815321921305836,-0.6872726429345146,-0.6000000000000001
wavelet,False,neural,apoptosis,module_score,0.0013089836112948892,0.030254288193090353,4,-0.0018226164375268333,0.7372268102925903,0.6000000000000001
wavelet,True,neural,apoptosis,module_score,0.008164546671228807,0.08764865366727058,4,-0.017529730733454083,-0.9660287545799051,-0.7999999999999999
wavelet,False,neural,cardiac,module_score,0.00010458922992931204,0.008059326519114235,4,0.0016118653038228465,-0.09008009943776567,0.6000000000000001
wavelet,True,neural,cardiac,module_score,0.00010458922992931204,0.008059326519114235,4,0.0016118653038228465,-0.09008009943776567,0.6000000000000001
wavelet,False,neural,cell_cycle,module_score,0.0032813292403487525,0.05616159041671595,4,-0.011232318083343157,-0.9989488126078058,-0.6000000000000001
wavelet,True,neural,cell_cycle,module_score,0.004515797255403535,0.06718655213614544,4,-0.000257313845997309,-0.9994962300771708,-1.0
wavelet,False,neural,endothelial,module_score,5.0149762373325016e-05,0.005193680114015407,4,0.0010387360228030825,-0.03981590254771475,0.6000000000000001
wavelet,True,neural,endothelial,module_score,5.044813247832891e-05,0.005057522523858992,4,0.0009706572277248708,-0.046218566664244246,0.7999999999999999
wavelet,False,neural,erythroid,module_score,1.4797912515421263e-07,0.00033026975281202204,4,-6.605395056240444e-05,0.5110557095808995,0.6000000000000001
wavelet,True,neural,erythroid,module_score,6.79919399822542e-07,0.0008218723147581711,4,-1.7777867797113753e-06,-0.7164176453795257,-0.6000000000000001
wavelet,False,neural,extraembryonic_mesoderm,module_score,0.0016872745363034577,0.03638102208680266,4,-0.0034031273427286325,0.900721007358212,0.7999999999999999
wavelet,True,neural,extraembryonic_mesoderm,module_score,0.0016872745363034577,0.03638102208680266,4,-0.0034031273427286325,0.9007210073582121,0.7999999999999999
wavelet,False,neural,haematoendothelial,module_score,7.427711981869007e-06,0.0023434581455395484,4,-0.00025631745002537227,0.5378333241654585,0.7999999999999999
wavelet,True,neural,haematoendothelial,module_score,3.1290665155103584e-05,0.005488638392240344,4,0.00020567105169527148,-0.900195921728034,-0.6000000000000001
wavelet,False,neural,intermediate,module_score,0.010322469648367593,0.08781130474607463,4,-0.014310709284772037,0.15621627225796947,0.7999999999999999
wavelet,True,neural,intermediate,module_score,0.014678102464368193,0.114311700459721,4,0.022862340091944204,-0.45453497335927107,-0.6000000000000001
wavelet,False,neural,latent_1,latent_dimension,2.2377020690154255,1.4539287249868948,4,-0.2907857449973825,-0.532938103738727,-0.6000000000000001
wavelet,True,neural,latent_1,latent_dimension,3.0746814075138857,1.4539287249868948,4,-0.2907857449973754,-0.9833665108646352,-1.0
wavelet,False,neural,latent_2,latent_dimension,9.016288854405012,2.6588143151659427,4,-0.15396069727842265,0.6584624355139789,0.6000000000000001
wavelet,True,neural,latent_2,latent_dimension,56.318066649092124,6.767381915582708,4,-0.6353952362182436,-0.9702372893763687,-1.0
wavelet,False,neural,latent_3,latent_dimension,0.7536820417843568,0.8619591413113048,4,-0.01930092026617597,-0.9345518901994315,-0.6000000000000001
wavelet,True,neural,latent_3,latent_dimension,0.8609759302648716,0.913241570189199,4,0.031981508611718334,-0.9756935099630082,-1.0
wavelet,False,neural,latent_4,latent_dimension,6.594370804216436,2.097015297255819,4,-0.27968587990574617,-0.20333818820617794,0.0
wavelet,True,neural,latent_4,latent_dimension,6.594370804216436,2.097015297255819,4,-0.27968587990574606,-0.20333818820617783,0.0
wavelet,False,neural,latent_5,latent_dimension,4.938349361729246,1.9274231325781046,4,-0.3506069055145977,0.25870185384260697,0.7999999999999999
wavelet,True,neural,latent_5,latent_dimension,9.050454255968498,2.761940753073698,4,-0.5523881506147396,-0.4477910824246216,-0.6000000000000001
wavelet,False,neural,mesoderm,module_score,0.004061402555045567,0.04964220239340701,4,0.009928440478681409,0.7374466720619102,0.6000000000000001
wavelet,True,neural,mesoderm,module_score,0.027151830315202866,0.1565428555114856,4,0.009928440478681397,-0.8565824007381045,-1.0
wavelet,False,neural,neural,module_score,0.00011919488215698225,0.009190685854024015,4,0.0006989439832533265,0.981178587504224,1.0
wavelet,True,neural,neural,module_score,0.002809081935776987,0.052830161502982594,4,0.0006989439832533126,-0.9100479411306039,-0.6000000000000001
wavelet,False,neural,paraxial_mesoderm,module_score,0.000443624108893072,0.017260292391317072,4,0.001798204931947816,0.63757070204068,0.6000000000000001
wavelet,True,neural,paraxial_mesoderm,module_score,0.0019436586939306222,0.04291935394128293,4,0.0017982049319478187,-0.6356412839401959,-0.6000000000000001
wavelet,False,neural,stress,module_score,6.594386933550925e-05,0.006949261158315845,4,0.0012576883940036976,0.8513285256476173,0.7999999999999999
wavelet,True,neural,stress,module_score,0.0008653618394468071,0.028705012028344162,4,-0.0012576883940036976,-0.9810722522805633,-1.0
wavelet,False,neural,wnt_response,module_score,0.015023325459676289,0.11117699237202508,4,-0.013228643909035186,0.7540614024857175,0.7999999999999999
wavelet,True,neural,wnt_response,module_score,0.004361243147049667,0.06027813408822221,4,0.0037376421855657496,0.9915299008454419,1.0
